id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
5.40E+14,,AZ,11,Male,Hispanic,,,,-1,NA
5.40E+14,,AZ,14,Female,Hispanic,,,,-1,NA
5.40E+14,5072.2886,AZ,29,Female,Hispanic,High school,Employed-at work,Educational and health services,Childcare Workers,2
5.40E+14,5069.1963,AZ,55,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
5.40E+14,,AZ,12,Female,Hispanic,,,,-1,NA
5.40E+14,6859.2607,AZ,25,Female,Black,College,Employed-at work,Educational and health services,Substance Abuse and Behavioral Disorder Counselors,4
5.40E+14,4575.4492,AZ,58,Female,Hispanic,High school,Employed-at work,Professional and business services,Maids and Housekeeping Cleaners,2
5.40E+14,,AZ,14,Male,Hispanic,,,,-1,NA
5.40E+14,4385.9028,AZ,19,Female,Hispanic,Some college,Not in labor force-other,,-1,3
5.40E+14,4167.0718,AZ,50,Female,White,Advanced,Employed-at work,Financial activities,"Legal Support Workers, All Other",5
5.40E+14,4192.2451,AZ,54,Male,White,College,Employed-at work,Professional and business services,"Architects, Except Landscape and Naval",4
5.40E+14,,AZ,12,Male,White,,,,-1,NA
5.40E+14,,AZ,15,Male,White,Less than high school,Not in labor force-other,,-1,1
5.40E+14,4388.7095,AZ,35,Male,Hispanic,High school,Employed-at work,Manufacturing,Solar Photovoltaic Installers,2
5.40E+14,4462.3652,AZ,37,Female,Hispanic,High school,Not in labor force-other,,-1,2
5.40E+14,,AZ,1,Male,Hispanic,,,,-1,NA
5.40E+14,,AZ,6,Female,Hispanic,,,,-1,NA
5.40E+14,,AZ,9,Male,Hispanic,,,,-1,NA
5.40E+14,,AZ,14,Male,Hispanic,,,,-1,NA
5.40E+14,3680.3811,AZ,39,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
5.40E+14,4787.5596,AZ,21,Male,Hispanic,High school,Employed-at work,Wholesale and retail trade,Customer Service Representatives,2
5.40E+14,4535.0264,AZ,41,Male,Black,Some college,Employed-at work,Transportation and utilities,Couriers and Messengers,3
5.47E+14,5275.0054,AZ,66,Female,White,High school,Not in labor force-retired,,-1,2
5.47E+14,4957.8818,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
5.47E+14,3399.2632,AZ,30,Female,Asian,College,Employed-at work,Wholesale and retail trade,Marketing Managers,4
5.47E+14,3888.9172,AZ,30,Male,White,College,Employed-at work,Leisure and hospitality,Athletes and Sports Competitors,4
5.79E+14,4075.5718,AZ,34,Female,Hispanic,High school,Employed-at work,Other services,Maids and Housekeeping Cleaners,2
5.79E+14,,AZ,8,Male,Hispanic,,,,-1,NA
5.79E+14,,AZ,12,Male,Hispanic,,,,-1,NA
5.79E+14,,AZ,15,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
6.01E+14,3710.77,AZ,53,Female,White,Some college,Employed-at work,Financial activities,Real Estate Brokers and Sales Agents,3
6.01E+14,4897.77,AZ,58,Male,White,College,Not in labor force-retired,,-1,4
6.01E+14,4738.6563,AZ,49,Female,Asian,College,Employed-at work,Leisure and hospitality,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4
6.04E+14,4836.4258,AZ,22,Male,White,High school,Employed-at work,Educational and health services,Nursing Assistants,2
6.04E+14,4436.6563,AZ,23,Female,White,High school,Employed-at work,Educational and health services,Nursing Assistants,2
6.04E+14,5802.2524,AZ,79,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
6.04E+14,4395.8047,AZ,80,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
6.09E+14,4313.937,AZ,55,Male,Black,Some college,Not in labor force-disabled,,-1,3
6.09E+14,,AZ,7,Female,Black,,,,-1,NA
6.10E+14,4148.2373,AZ,50,Female,White,Some college,Employed-at work,Leisure and hospitality,Other Entertainment Attendants and Related Workers,3
6.10E+14,4173.2969,AZ,52,Male,White,College,Employed-at work,Educational and health services,"Managers, All Other",4
6.10E+14,4994.0903,AZ,18,Male,White,Less than high school,Not in labor force-other,,-1,1
6.10E+14,4994.0903,AZ,19,Male,White,Some college,Not in labor force-other,,-1,3
6.10E+14,4952.6958,AZ,22,Female,White,Some college,Not in labor force-other,,-1,3
6.10E+14,4412.7949,AZ,47,Male,White,High school,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",2
6.11E+14,3374.5144,AZ,64,Female,White,High school,Employed-at work,Educational and health services,Cooks,2
6.11E+14,4337.0347,AZ,66,Male,White,Less than high school,Not in labor force-retired,,-1,1
6.11E+14,4703.5205,AZ,62,Female,White,Some college,Employed-at work,Educational and health services,Teaching Assistants,3
6.11E+14,3467.042,AZ,76,Female,White,Some college,Not in labor force-retired,,-1,3
6.11E+14,4296.7881,AZ,27,Female,White,High school,Employed-at work,Professional and business services,"Managers, All Other",2
6.11E+14,3867.5405,AZ,31,Male,White,High school,Employed-at work,Transportation and utilities,Driver/Sales Workers and Truck Drivers,2
6.11E+14,3638.5117,AZ,28,Male,Asian,Advanced,Employed-at work,Wholesale and retail trade,Software Developers,5
6.11E+14,3638.5117,AZ,26,Male,Asian,Advanced,Employed-at work,Wholesale and retail trade,Software Developers,5
6.12E+14,3325.5237,AZ,29,Male,Asian,Advanced,Employed-at work,Educational and health services,Other Physicians,5
6.12E+14,4277.3672,AZ,28,Female,White,Advanced,Employed-at work,Educational and health services,Occupational Therapists,5
6.31E+14,4226.6909,AZ,40,Female,Hispanic,Less than high school,Employed-at work,Transportation and utilities,Couriers and Messengers,1
6.31E+14,4804.5894,AZ,51,Male,Hispanic,High school,Employed-at work,Construction,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2
6.40E+14,4352.6436,AZ,58,Female,White,College,Employed-at work,Professional and business services,Interior Designers,4
6.40E+14,4119.1011,AZ,68,Male,White,Advanced,Employed-at work,Educational and health services,Other Physicians,5
6.40E+14,3555.885,AZ,74,Female,White,Some college,Not in labor force-retired,,-1,3
6.40E+14,3551.7378,AZ,59,Male,White,Some college,Employed-at work,Educational and health services,Radiologic Technologists and Technicians,3
6.40E+14,4038.1362,AZ,60,Female,White,Some college,Employed-at work,Educational and health services,Radiologic Technologists and Technicians,3
6.47E+14,3718.0095,AZ,45,Female,Hispanic,High school,Employed-at work,Educational and health services,Medical and Health Services Managers,2
6.47E+14,,AZ,6,Female,Hispanic,,,,-1,NA
6.47E+14,4447.9077,AZ,16,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
6.47E+14,4447.9077,AZ,17,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
6.47E+14,3718.0095,AZ,47,Female,Hispanic,High school,Employed-at work,Educational and health services,Personal Care Aides,2
6.47E+14,6466.1152,AZ,50,Male,Hispanic,High school,Employed-at work,Construction,Construction Laborers,2
6.47E+14,4768.2505,AZ,27,Male,Hispanic,High school,Employed-at work,Construction,Construction Laborers,2
6.52E+14,6068.1758,AZ,22,Male,Hispanic,Some college,Employed-at work,Financial activities,Insurance Claims and Policy Processing Clerks,3
6.79E+14,4671.6733,AZ,58,Female,Hispanic,High school,Employed-at work,Educational and health services,Fast Food and Counter Workers,2
6.79E+14,6261.8481,AZ,61,Male,Hispanic,Less than high school,Employed-at work,Leisure and hospitality,Food Service Managers,1
6.93E+14,4422.2354,AZ,73,Male,Asian,High school,Not in labor force-retired,,-1,2
6.93E+14,3800.0095,AZ,56,Female,Asian,High school,Employed-at work,Other services,Supervisors of Personal Care and Service Workers,2
6.93E+14,4485.8574,AZ,25,Male,Asian,High school,Employed-at work,Other services,Automotive Service Technicians and Mechanics,2
6.93E+14,4485.8574,AZ,27,Male,Asian,High school,Employed-at work,Construction,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,2
7.03E+14,5314.6533,AZ,76,Female,Other,Advanced,Not in labor force-retired,,-1,5
7.03E+14,8250.5117,AZ,80,Male,Other,Advanced,Not in labor force-retired,,-1,5
7.03E+14,4109.9424,AZ,76,Male,Black,Some college,Not in labor force-retired,,-1,3
7.03E+14,5477.7368,AZ,74,Female,Black,Some college,Not in labor force-retired,,-1,3
7.03E+14,4481.5269,AZ,72,Female,White,Some college,Unemployed-looking,Professional and business services,Executive Secretaries and Executive Administrative Assistants,3
7.04E+14,5386.9399,AZ,21,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,5386.9399,AZ,22,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,5386.9399,AZ,22,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,5386.9399,AZ,22,Male,White,Some college,Not in labor force-other,,-1,3
7.04E+14,3680.1414,AZ,35,Female,Hispanic,High school,Employed-at work,Other services,Personal Care Aides,2
7.04E+14,5386.5083,AZ,45,Male,Hispanic,High school,Employed-at work,Other services,Personal Care Aides,2
7.04E+14,,AZ,5,Male,Hispanic,,,,-1,NA
7.04E+14,,AZ,9,Male,Hispanic,,,,-1,NA
7.04E+14,,AZ,14,Male,Hispanic,,,,-1,NA
7.04E+14,5423.7515,AZ,61,Male,Hispanic,College,Employed-at work,Financial activities,Financial Managers,4
7.04E+14,5475.9443,AZ,60,Female,Hispanic,College,Employed-at work,Financial activities,Financial Managers,4
7.05E+14,4461.6563,AZ,78,Male,White,Advanced,Not in labor force-retired,,-1,5
7.06E+14,4391.832,AZ,23,Female,White,Some college,Employed-at work,Other services,Personal Care Aides,3
7.06E+14,4391.832,AZ,23,Female,White,Some college,Employed-at work,Wholesale and retail trade,Driver/Sales Workers and Truck Drivers,3
7.06E+14,3927.4321,AZ,60,Female,Asian,Less than high school,Not in labor force-other,,-1,1
7.06E+14,5354.6162,AZ,23,Male,Asian,Some college,Employed-at work,Financial activities,Insurance Claims and Policy Processing Clerks,3
7.10E+14,4653.6958,AZ,80,Male,Hispanic,College,Not in labor force-retired,,-1,4
7.10E+14,4685.1665,AZ,80,Female,Hispanic,High school,Not in labor force-retired,,-1,2
7.10E+14,3832.5959,AZ,40,Female,White,Some college,Employed-absent,Financial activities,Customer Service Representatives,3
7.11E+14,4037.259,AZ,38,Male,White,Advanced,Employed-at work,Professional and business services,Software Developers,5
7.11E+14,5950.7549,AZ,35,Female,Other,High school,Employed-at work,Manufacturing,Structural Metal Fabricators and Fitters,2
7.11E+14,,AZ,4,Female,Hispanic,,,,-1,NA
7.11E+14,4918.8398,AZ,16,Male,Other,Less than high school,Not in labor force-other,,-1,1
7.11E+14,4352.6436,AZ,59,Female,White,Advanced,Employed-at work,Educational and health services,Social and Community Service Managers,5
7.11E+14,3744.8,AZ,47,Female,Hispanic,High school,Not in labor force-other,,-1,2
7.11E+14,4993.959,AZ,45,Male,Hispanic,High school,Employed-at work,Construction,First-Line Supervisors of Construction Trades and Extraction Workers,2
7.11E+14,3720.8181,AZ,23,Male,Hispanic,High school,Employed-at work,Wholesale and retail trade,Cashiers,2
7.40E+14,4055.5898,AZ,38,Male,White,High school,Employed-at work,Transportation and utilities,Electrical Power-Line Installers and Repairers,2
7.40E+14,3680.1414,AZ,37,Female,Hispanic,Some college,Employed-at work,Leisure and hospitality,Exercise Trainers and Group Fitness Instructors,3
7.40E+14,,AZ,9,Female,Hispanic,,,,-1,NA
7.40E+14,,AZ,13,Male,Hispanic,,,,-1,NA
7.40E+14,,AZ,15,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
7.40E+14,5043.1372,AZ,61,Male,White,Some college,Employed-at work,Financial activities,Computer Programmers,3
7.40E+14,5965.3291,AZ,58,Female,White,High school,Employed-at work,Financial activities,"Managers, All Other",2
7.40E+14,5022.4009,AZ,24,Female,White,College,Employed-at work,Professional and business services,Management Analysts,4
7.40E+14,5357.6216,AZ,24,Male,White,College,Employed-at work,Manufacturing,"Production, Planning, and Expediting Clerks",4
7.40E+14,4153.3579,AZ,75,Male,White,College,Not in labor force-retired,,-1,4
7.40E+14,4266.5005,AZ,61,Female,White,High school,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,2
7.40E+14,4668.1978,AZ,23,Female,Hispanic,High school,Employed-at work,Professional and business services,Paralegals and Legal Assistants,2
7.40E+14,4572.4189,AZ,46,Male,Hispanic,High school,Employed-at work,Wholesale and retail trade,Driver/Sales Workers and Truck Drivers,2
7.40E+14,5866.4189,AZ,50,Female,Hispanic,High school,Employed-at work,Wholesale and retail trade,Supervisors of Transportation and Material Moving Workers,2
7.40E+14,,AZ,15,Female,White,Less than high school,Not in labor force-other,,-1,1
7.40E+14,4106.4072,AZ,56,Female,White,Some college,Employed-at work,Educational and health services,"Office and Administrative Support Workers, All Other",3
7.40E+14,4551.1045,AZ,60,Male,White,High school,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",2
7.40E+14,4708.999,AZ,18,Female,White,High school,Employed-at work,Other services,Receptionists and Information Clerks,2
7.40E+14,5376.8145,AZ,23,Male,White,High school,Employed-at work,Manufacturing,Bakers,2
7.40E+14,5376.8145,AZ,24,Male,White,High school,Employed-at work,Wholesale and retail trade,"Laborers and Freight, Stock, and Material Movers, Hand",2
7.40E+14,4506.1177,AZ,60,Female,Hispanic,Less than high school,Not in labor force-disabled,,-1,1
7.40E+14,4768.2505,AZ,27,Male,Hispanic,Some college,Employed-at work,Financial activities,Janitors and Building Cleaners,3
7.45E+14,3539.8127,AZ,71,Female,White,Some college,Not in labor force-retired,,-1,3
7.45E+14,3888.9172,AZ,31,Male,White,High school,Employed-at work,Construction,Carpenters,2
7.45E+14,4466.4956,AZ,27,Female,White,College,Not in labor force-other,,-1,4
8.11E+14,5457.5127,AZ,53,Male,White,Some college,Employed-at work,Financial activities,Real Estate Brokers and Sales Agents,3
8.11E+14,4728.7603,AZ,65,Male,White,College,Employed-at work,Professional and business services,"Meeting, Convention, and Event Planners",4
8.40E+14,4677.8804,AZ,57,Male,White,College,Employed-at work,Professional and business services,Software Developers,4
8.40E+14,3376.2029,AZ,38,Male,White,Advanced,Employed-at work,Wholesale and retail trade,Chief Executives,5
8.40E+14,3795.1418,AZ,40,Female,White,Some college,Not in labor force-other,,-1,3
8.40E+14,,AZ,4,Male,White,,,,-1,NA
8.40E+14,,AZ,8,Male,White,,,,-1,NA
8.40E+14,,AZ,10,Male,White,,,,-1,NA
8.40E+14,,AZ,12,Male,White,,,,-1,NA
8.84E+14,3952.0486,AZ,51,Male,White,Advanced,Employed-at work,Construction,Chief Executives,5
8.84E+14,3673.9861,AZ,41,Female,Hispanic,College,Employed-at work,Educational and health services,Registered Nurses,4
8.84E+14,,AZ,15,Male,White,Less than high school,Not in labor force-other,,-1,1
8.84E+14,,AZ,14,Female,Hispanic,,,,-1,NA
9.01E+14,3918.0356,AZ,31,Female,White,Advanced,Employed-at work,Educational and health services,Elementary and Middle School Teachers,5
9.01E+14,3888.9172,AZ,33,Male,White,College,Employed-at work,Manufacturing,Other Designers,4
9.01E+14,4139.2231,AZ,51,Male,White,College,Employed-absent,Transportation and utilities,Aircraft Pilots and Flight Engineers,4
9.01E+14,7905.353,AZ,49,Female,Asian,Advanced,Unemployed-looking,Financial activities,Paralegals and Legal Assistants,5
9.01E+14,4809.2969,AZ,24,Male,Hispanic,High school,Employed-at work,Leisure and hospitality,Waiters and Waitresses,2
9.01E+14,4975.1831,AZ,22,Female,White,High school,Not in labor force-other,,-1,2
9.01E+14,5401.2275,AZ,24,Male,White,College,Employed-at work,Information,"Business Operations Specialists, All Other",4
9.01E+14,4368.8203,AZ,80,Male,Hispanic,High school,Unemployed-looking,Information,"Farmers, Ranchers, and Other Agricultural Managers",2
9.01E+14,3710.77,AZ,52,Female,White,College,Employed-at work,Construction,"Carpet, Floor, and Tile Installers and Finishers",4
9.01E+14,3437.2781,AZ,75,Female,White,Advanced,Not in labor force-retired,,-1,5
9.01E+14,4391.8311,AZ,74,Male,White,Advanced,Not in labor force-retired,,-1,5
9.01E+14,4121.4858,AZ,37,Female,Hispanic,Some college,Not in labor force-other,,-1,3
9.01E+14,4422.5703,AZ,38,Male,Hispanic,Less than high school,Employed-at work,Construction,Carpenters,1
9.01E+14,,AZ,1,Male,Hispanic,,,,-1,NA
9.01E+14,,AZ,7,Male,Hispanic,,,,-1,NA
9.01E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
9.01E+14,,AZ,15,Female,Hispanic,High school,Not in labor force-other,,-1,2
9.01E+14,3952.0486,AZ,52,Male,White,Some college,Employed-at work,Professional and business services,Janitors and Building Cleaners,3
9.02E+14,3690.6675,AZ,44,Female,Hispanic,Some college,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,3
9.02E+14,4618.2598,AZ,38,Male,Black,Some college,Employed-at work,Financial activities,Financial Managers,3
9.02E+14,3740.1077,AZ,35,Female,White,College,Employed-at work,Educational and health services,"Social Workers, All Other",4
9.02E+14,,AZ,14,Female,White,,,,-1,NA
9.02E+14,3984.7295,AZ,33,Female,White,High school,Employed-at work,Wholesale and retail trade,Stockers and Order Fillers,2
9.05E+14,4684.8511,AZ,27,Female,White,College,Employed-at work,Professional and business services,Civil Engineers,4
9.05E+14,4218.7051,AZ,25,Female,Asian,College,Employed-at work,Professional and business services,Civil Engineers,4
9.05E+14,4218.7051,AZ,26,Female,Asian,College,Employed-at work,Professional and business services,"Engineers, All Other",4
9.05E+14,4061.698,AZ,70,Male,White,Some college,Not in labor force-retired,,-1,3
9.07E+14,3723.4541,AZ,42,Female,White,Some college,Employed-at work,Financial activities,Training and Development Managers,3
9.07E+14,4146.3477,AZ,45,Male,White,College,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",4
9.07E+14,4216.5073,AZ,17,Female,White,Less than high school,Employed-at work,Wholesale and retail trade,Cashiers,1
9.07E+14,3876.75,AZ,18,Male,White,High school,Not in labor force-other,,-1,2
9.07E+14,3418.7285,AZ,21,Male,White,High school,Employed-at work,Wholesale and retail trade,Cashiers,2
9.07E+14,4240.5381,AZ,45,Female,White,High school,Employed-at work,Financial activities,Other Mathematical Science Occupations,2
9.07E+14,3555.885,AZ,71,Female,White,High school,Not in labor force-retired,,-1,2
9.07E+14,4300.9819,AZ,41,Female,White,Some college,Not in labor force-other,,-1,3
9.07E+14,4037.259,AZ,35,Male,White,Some college,Employed-at work,Construction,"Plumbers, Pipefitters, and Steamfitters",3
9.07E+14,,AZ,0,Male,White,,,,-1,NA
9.07E+14,,AZ,2,Male,White,,,,-1,NA
9.10E+14,8430.5078,AZ,22,Female,Hispanic,College,Unemployed-looking,Professional and business services,Maids and Housekeeping Cleaners,4
9.10E+14,5568.4277,AZ,27,Male,White,High school,Employed-at work,Leisure and hospitality,Cooks,2
9.10E+14,6314.2441,AZ,20,Female,Hispanic,High school,Employed-at work,Leisure and hospitality,Bakers,2
9.10E+14,4055.5898,AZ,37,Male,White,Some college,Employed-at work,Professional and business services,"Managers, All Other",3
9.10E+14,3801.8208,AZ,70,Female,White,Some college,Not in labor force-retired,,-1,3
9.11E+14,3554.0393,AZ,66,Male,Black,Some college,Employed-at work,Wholesale and retail trade,"Motor Vehicle Operators, All Other",3
9.14E+14,3965.1526,AZ,37,Female,White,Some college,Not in labor force-disabled,,-1,3
9.84E+14,3374.5144,AZ,64,Female,White,High school,Employed-at work,Educational and health services,Executive Secretaries and Executive Administrative Assistants,2
9.84E+14,4803.8379,AZ,26,Female,White,High school,Unemployed-looking,Wholesale and retail trade,Customer Service Representatives,2
4.11E+11,3675.6555,AZ,26,Male,White,College,Employed-at work,Transportation and utilities,Sales Managers,4
4.11E+11,4683.563,AZ,26,Female,White,College,Employed-at work,Educational and health services,Registered Nurses,4
4.11E+11,5249.582,AZ,28,Female,White,High school,Employed-at work,Professional and business services,"Managers, All Other",2
4.11E+11,6015.6479,AZ,28,Male,Asian,High school,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Non-Retail Sales Workers,2
4.11E+11,,AZ,1,Male,Asian,,,,-1,NA
4.11E+11,3449.5059,AZ,70,Female,White,High school,Not in labor force-retired,,-1,2
4.11E+11,4346.063,AZ,61,Male,White,High school,Employed-at work,Manufacturing,Machinists,2
4.11E+11,3922.6499,AZ,73,Female,White,College,Not in labor force-retired,,-1,4
4.11E+11,3937.7449,AZ,74,Male,White,Some college,Not in labor force-retired,,-1,3
4.11E+11,3681.2576,AZ,57,Male,White,Advanced,Employed-absent,Educational and health services,Other Physicians,5
4.11E+11,4309.7622,AZ,48,Female,White,Advanced,Not in labor force-other,,-1,5
4.11E+11,,AZ,14,Female,White,,,,-1,NA
4.11E+11,4901.2021,AZ,67,Male,White,College,Employed-at work,"Agriculture, forestry, fishing, and hunting","Farmers, Ranchers, and Other Agricultural Managers",4
4.11E+11,6180.373,AZ,68,Female,Asian,College,Not in labor force-other,,-1,4
4.12E+11,4765.0205,AZ,31,Male,White,Some college,Employed-at work,Manufacturing,Driver/Sales Workers and Truck Drivers,3
4.12E+11,4041.4021,AZ,32,Female,White,College,Employed-at work,Educational and health services,Receptionists and Information Clerks,4
4.12E+11,,AZ,1,Male,White,,,,-1,NA
4.12E+11,,AZ,1,Male,White,,,,-1,NA
4.12E+11,4672.353,AZ,56,Female,White,High school,Not in labor force-other,,-1,2
4.12E+11,3735.2446,AZ,57,Female,White,College,Employed-at work,Professional and business services,"Computer Occupations, All Other",4
4.12E+11,3664.6189,AZ,57,Male,White,College,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,4
4.12E+11,3546.5215,AZ,80,Female,White,Advanced,Not in labor force-retired,,-1,5
4.12E+11,4511.3696,AZ,55,Female,White,Some college,Employed-at work,Leisure and hospitality,Skincare Specialists,3
4.12E+11,4887.4385,AZ,52,Male,White,College,Unemployed-looking,Manufacturing,Industrial and Refractory Machinery Mechanics,4
4.12E+11,3612.1938,AZ,80,Male,White,Some college,Not in labor force-retired,,-1,3
4.12E+11,3715.0183,AZ,68,Male,White,College,Not in labor force-retired,,-1,4
4.14E+11,6568.0186,AZ,59,Female,White,Some college,Not in labor force-other,,-1,3
4.14E+11,5138.5918,AZ,58,Male,White,College,Employed-at work,Financial activities,Credit Counselors and Loan Officers,4
4.14E+11,4112.6084,AZ,46,Female,White,Some college,Employed-at work,Educational and health services,"Office and Administrative Support Workers, All Other",3
4.14E+11,4508.1016,AZ,45,Female,White,High school,Employed-at work,Financial activities,Insurance Underwriters,2
4.14E+11,3931.1677,AZ,68,Female,White,High school,Not in labor force-retired,,-1,2
4.14E+11,4049.1533,AZ,61,Male,Asian,College,Employed-at work,Manufacturing,"Engineers, All Other",4
4.14E+11,3877.5264,AZ,55,Female,Asian,Advanced,Not in labor force-other,,-1,5
4.14E+11,4157.918,AZ,42,Female,White,College,Employed-at work,Educational and health services,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
4.14E+11,3571.6267,AZ,42,Male,White,College,Employed-at work,Construction,Project Management Specialists,4
4.14E+11,,AZ,13,Male,White,,,,-1,NA
4.14E+11,,AZ,14,Female,White,,,,-1,NA
4.14E+11,4043.8435,AZ,68,Female,White,High school,Not in labor force-retired,,-1,2
4.14E+11,4561.8521,AZ,33,Female,White,Some college,Employed-at work,Leisure and hospitality,Food Service Managers,3
4.14E+11,4833.8638,AZ,46,Male,White,High school,Employed-at work,Manufacturing,First-Line Supervisors of Production and Operating Workers,2
4.14E+11,4385.3281,AZ,57,Female,White,Some college,Employed-at work,Educational and health services,"Office Clerks, General",3
4.14E+11,4672.7637,AZ,57,Male,White,Advanced,Employed-at work,Public administration,Chief Executives,5
4.15E+11,3927.2,AZ,36,Male,Hispanic,Advanced,Employed-at work,Professional and business services,Management Analysts,5
4.15E+11,3532.9451,AZ,36,Female,White,Some college,Not in labor force-other,,-1,3
4.15E+11,,AZ,4,Female,Hispanic,,,,-1,NA
4.15E+11,,AZ,7,Male,Hispanic,,,,-1,NA
4.15E+11,5245.3643,AZ,66,Male,White,College,Not in labor force-retired,,-1,4
4.15E+11,3532.9451,AZ,37,Female,White,High school,Not in labor force-other,,-1,2
4.15E+11,4809.2998,AZ,24,Male,White,High school,Employed-at work,Other services,Automotive Body and Related Repairers,2
4.15E+11,4411.7725,AZ,24,Female,White,Some college,Employed-at work,Educational and health services,Cashiers,3
4.15E+11,5356.085,AZ,52,Female,White,Advanced,Employed-at work,Financial activities,"Computer Occupations, All Other",5
4.15E+11,7234.5728,AZ,52,Male,Hispanic,College,Employed-at work,Leisure and hospitality,Exercise Trainers and Group Fitness Instructors,4
4.15E+11,4257.2129,AZ,42,Female,White,Some college,Not in labor force-other,,-1,3
4.15E+11,3587.8433,AZ,44,Male,White,Some college,Employed-at work,Manufacturing,Aircraft Mechanics and Service Technicians,3
4.15E+11,,AZ,5,Male,White,,,,-1,NA
4.15E+11,,AZ,8,Male,White,,,,-1,NA
4.15E+11,4163.6074,AZ,16,Male,White,Less than high school,Not in labor force-other,,-1,1
4.15E+11,4508.1016,AZ,46,Female,White,College,Employed-at work,Educational and health services,"Social Workers, All Other",4
4.15E+11,4617.3135,AZ,53,Male,White,Some college,Not in labor force-disabled,,-1,3
4.15E+11,3594.0313,AZ,77,Female,White,Some college,Employed-at work,Transportation and utilities,"Shipping, Receiving, and Inventory Clerks",3
4.15E+11,3628.5947,AZ,79,Male,White,High school,Not in labor force-retired,,-1,2
4.16E+11,4223.395,AZ,61,Female,White,High school,Employed-at work,Other services,"Hairdressers, Hairstylists, and Cosmetologists",2
4.16E+11,3685.8005,AZ,77,Female,White,College,Not in labor force-retired,,-1,4
4.16E+11,4484.8442,AZ,67,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
4.16E+11,5945.2954,AZ,69,Male,Hispanic,Less than high school,Not in labor force-retired,,-1,1
4.17E+11,5769.7095,AZ,77,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
1.58E+12,4199.2813,AZ,32,Female,White,Some college,Not in labor force-other,,-1,3
1.58E+12,3556.8091,AZ,34,Male,Asian,Some college,Employed-at work,Other services,"Bookkeeping, Accounting, and Auditing Clerks",3
1.58E+12,,AZ,0,Female,Asian,,,,-1,NA
3.04E+12,4436.6177,AZ,54,Male,White,Some college,Employed-at work,Wholesale and retail trade,Retail Salespersons,3
3.04E+12,4409.9766,AZ,52,Female,White,College,Employed-at work,Professional and business services,Editors,4
3.04E+12,,AZ,15,Male,White,Less than high school,Not in labor force-other,,-1,1
3.06E+12,3612.1938,AZ,79,Male,White,Some college,Not in labor force-retired,,-1,3
3.06E+12,3685.8005,AZ,79,Female,White,High school,Not in labor force-retired,,-1,2
3.06E+12,3736.0359,AZ,54,Female,White,Some college,Not in labor force-disabled,,-1,3
3.06E+12,4272.7988,AZ,64,Female,White,Some college,Employed-at work,Educational and health services,Other Mathematical Science Occupations,3
3.06E+12,4273.5254,AZ,60,Female,White,Advanced,Employed-at work,Educational and health services,Elementary and Middle School Teachers,5
7.03E+12,3967.9272,AZ,58,Female,White,Some college,Not in labor force-disabled,,-1,3
7.03E+12,3715.0183,AZ,65,Male,White,Some college,Not in labor force-retired,,-1,3
1.18E+13,3359.9331,AZ,76,Male,White,College,Employed-at work,Educational and health services,Chief Executives,4
1.18E+13,3363.0979,AZ,71,Female,White,College,Not in labor force-retired,,-1,4
1.19E+13,3940.4602,AZ,73,Female,White,Some college,Not in labor force-retired,,-1,3
1.58E+13,5205.5508,AZ,21,Female,White,College,Employed-absent,Professional and business services,Veterinary Technologists and Technicians,4
1.62E+13,6403.4932,AZ,56,Female,White,Some college,Not in labor force-other,,-1,3
1.62E+13,4901.2021,AZ,67,Male,White,Some college,Employed-at work,Public administration,Janitors and Building Cleaners,3
1.66E+13,3456.687,AZ,35,Male,White,Some college,Employed-at work,Professional and business services,Supervisors of Transportation and Material Moving Workers,3
1.66E+13,4184.1621,AZ,34,Female,White,Some college,Employed-at work,Professional and business services,Customer Service Representatives,3
1.67E+13,3943.4075,AZ,65,Female,White,Some college,Not in labor force-retired,,-1,3
